DATE,STORAGE,,,,,,,,,,,,,,,
2019-11-16,"3,217,956",,,,,,,,,,0.25,,0,,"4,361",
2019-11-17,"3,215,573",,,,,,,,,,0.25,,0,,"4,375",
2019-11-18,"3,213,912",,,,,,,,,,0.25,,0,,"4,504",
2019-11-19,"3,211,543",,,,,,,,,,0.25,,0,,"4,478",
2019-11-20,"3,212,490",,,,,,,,,,0.25,,0,,"4,171",
2019-11-21,"3,211,306",,,,,,,,,,0.25,,0,,"4,367",
2019-11-22,"3,209,410",,,,,,,,,,2.34,,0,,"4,226",
2019-11-23,"3,208,225",,,,,,,,,,2.54,,0,,"4,170",
2019-11-24,"3,205,619",,,,,,,,,,3.04,,0,,"4,235",
2019-11-25,"3,203,012",,,,,,,,,,3.06,,0,,"4,445",
2019-11-26,"3,204,908",,,,,,,,,,4.13,,0,,"4,407",
2019-11-27,"3,207,988",,,,,,,,,,4.89,,0,,"4,011",
2019-11-28,"3,208,936",,,,,,,,,,5.09,,0,,"4,434",
2019-11-29,"3,208,699",,,,,,,,,,5.29,,0,,"4,361",
2019-11-30,"3,209,173",,,,,,,,,,5.31,,0,,"4,383",
2019-12-01,"3,210,832",,,,,,,,,,5.39,,0,,"4,725",
2019-12-02,"3,209,410",,,,,,,,,,7.59,,0,,"4,352",
2019-12-03,"3,208,225",,,,,,,,,,11.6,,0,,"3,933",
2019-12-04,"3,205,382",,,,,,,,,,11.6,,0,,"4,442",
2019-12-05,"3,205,619",,,,,,,,,,11.6,,0,,"4,909",
2019-12-06,"3,207,751",,,,,,,,,,11.83,,0,,"4,491",
2019-12-07,"3,239,399",,,,,,,,,,12.46,,0,,"4,133",
2019-12-08,"3,258,792",,,,,,,,,,12.62,,0,,"4,086",
2019-12-09,"3,263,825",,,,,,,,,,13.05,,0,,"4,578",
2019-12-10,"3,266,713",,,,,,,,,,13.35,,0,,"4,609",
2019-12-11,"3,268,879",,,,,,,,,,13.35,,0,,"5,045",
2019-12-12,"3,274,414",,,,,,,,,,13.35,,0,,"4,611",
2019-12-13,"3,285,485",,,,,,,,,,13.35,,0,,"4,627",
2019-12-14,"3,291,749",,,,,,,,,,13.78,,0,,"3,984",
2019-12-15,"3,295,122",,,,,,,,,,14.55,,0,,"4,724",
2019-12-16,"3,297,050",,,,,,,,,,14.7,,0,,"5,745",
2019-12-17,"3,298,255",,,,,,,,,r,15.78,,0,,"5,862",
2019-12-18,"3,302,834",,,,,,,,,r,15.78,,0,,"5,597",
2019-12-19,"3,307,412",,,,,,,,,r,15.78,,0,,"6,086",
2019-12-20,"3,308,617",,,,,,,,,r,16.14,,0,,"5,686",
2019-12-21,"3,308,858",,,,,,,,,r,16.14,,0,,"5,608",
2019-12-22,"3,314,418",,,,,,,,,,16.14,,0,,"5,154",
2019-12-23,"3,318,779",,,,,,,,,,16.14,,0,,"4,635",
2019-12-24,"3,319,748",,,,,,,,,,16.14,,0,,"5,076",
2019-12-25,"3,322,412",,,,,,,,,,16.23,,0,,"4,165",
2019-12-26,"3,322,655",,,,,,,,,,16.23,,0,,"3,924",
2019-12-27,"3,325,077",,,,,,,,,,16.23,,0,,"4,627",
2019-12-28,"3,326,046",,,,,,,,,,16.23,,0,,"4,853",
2019-12-29,"3,326,773",,,,,,,,,,16.23,,0,,"4,862",
2019-12-30,"3,327,742",,,,,,,,,,16.31,,0,,"4,748",
2019-12-31,"3,329,922",,,,,,,,,,16.31,,0,,"4,428",
2020-01-01,"3,329,679",,,,,,,,,,16.31,,0,,"4,568",
2020-01-02,"3,329,922",,,,,,,,,,16.31,,0,,"3,924",
2020-01-03,"3,328,711",,,,,,,,,,16.44,,0,,"3,917",
2020-01-04,"3,328,468",,,,,,,,,,16.96,,0,,"4,557",
2020-01-05,"3,328,953",,,,,,,,,,16.96,,0,,"4,456",
2020-01-06,"3,327,984",,,,,,,,,,17.01,,0,,"4,442",
2020-01-07,"3,327,984",,,,,,,,,,17.01,,0,,"4,446",
2020-01-08,"3,328,953",,,,,,,,,,17.01,,0,,"4,598",
2020-01-09,"3,330,891",,,,,,,,,,17.17,,0,,"4,703",
2020-01-10,"3,331,133",,,,,,,,,,17.18,,0,,"5,283",
2020-01-11,"3,331,860",,,,,,,,,,18.09,,0,,"4,766",
2020-01-12,"3,333,071",,,,,,,,,,18.67,,0,,"4,595",
2020-01-13,"3,334,524",,,,,,,,,,18.67,,0,,"4,494",
2020-01-14,"3,335,494",,,,,,,,,,18.67,,0,,"4,848",
2020-01-15,"3,335,009",,,,,,,,,,18.67,,0,,"4,886",
2020-01-16,"3,341,824",,,,,,,,,,18.96,,0,,"4,577",
2020-01-17,"3,344,015",,,,,,,,,,19.54,,0,,"4,671",
2020-01-18,"3,347,423",,,,,,,,,,19.6,,0,,"4,297",
2020-01-19,"3,351,318",,,,,,,,,,20.13,,0,,"4,576",
2020-01-20,"3,352,535",,,,,,,,,,20.27,,0,,"4,214",
2020-01-21,"3,358,134",,,,,,,,,,21.3,,0,,"4,060",
2020-01-22,"3,363,510",,,,,,,,,,21.35,,0,,"4,355",
2020-01-23,"3,369,626",,,,,,,,,,21.66,,0,,"4,087",
2020-01-24,"3,376,722",,,,,,,,,,21.72,,0,,"3,951",
2020-01-25,"3,390,948",,,,,,,,,,21.72,,0,,"4,815",
2020-01-26,"3,411,868",,,,,,,,,,21.72,,0,,"4,599",
2020-01-27,"3,429,911",,,,,,,,,,21.72,,0,,"4,495",
2020-01-28,"3,448,026",,,,,,,,,,21.72,,0,,"4,256",
2020-01-29,"3,460,207",,,,,,,,,,21.72,,0,,"4,110",
2020-01-30,"3,473,437",,,,,,,,,,21.72,,0,,"4,068",
2020-01-31,"3,482,174",,,,,,,,,,21.72,,0,,"4,132",
2020-02-01,"3,488,442",,,,,,,,,,21.72,,0,,"3,527",
2020-02-02,"3,494,966",,,,,,,,,,21.72,,0,,"3,521",
2020-02-03,"3,499,231",,,,,,,,,,21.72,,0,,"3,455",
2020-02-04,"3,502,242",,,,,,,,,,21.72,,0,,"3,422",
2020-02-05,"3,506,257",,,,,,,,,,21.72,,0,,"4,272",
2020-02-06,"3,511,542",,,,,,,,,,21.72,,0,,"3,865",
2020-02-07,"3,514,568",,,,,,,,,,21.72,,0,,"3,472",
2020-02-08,"3,520,367",,,,,,,,,,21.72,,0,,"3,418",
2020-02-09,"3,524,905",,,,,,,,,,21.72,,0,,"3,243",
2020-02-10,"3,526,670",,,,,,,,,,21.72,,0,,"3,325",
2020-02-11,"3,527,931",,,,,,,,,,21.72,,0,,"3,996",
2020-02-12,"3,529,948",,,,,,,,,,21.72,,0,,"3,444",
2020-02-13,"3,533,985",,,,,,,,,,21.72,,0,,"3,197",
2020-02-14,"3,535,505",,,,,,,,,,21.72,,0,,"3,771",
2020-02-15,"3,540,066",,,,,,,,,,21.72,,0,,"3,376",
2020-02-16,"3,541,840",,,,,,,,,,21.72,,0,,"4,110",
2020-02-17,"3,544,374",,,,,,,,,,21.72,,0,,"4,422",
2020-02-18,"3,546,908",,,,,,,,,,21.72,,0,,"4,423",
2020-02-19,"3,548,429",,,,,,,,,,21.72,,0,,"4,369",
2020-02-20,"3,550,963",,,,,,,,,,21.72,,0,,"4,863",
2020-02-21,"3,551,469",,,,,,,,,,21.72,,0,,"5,014",
2020-02-22,"3,551,723",,,,,,,,,,21.72,,0,,"4,626",
2020-02-23,"3,551,469",,,,,,,,,,21.72,,0,,"4,853",
2020-02-24,"3,552,230",,,,,,,,,,21.72,,0,,"4,667",
2020-02-25,"3,551,469",,,,,,,,,,21.72,,0,,"4,691",
2020-02-26,"3,547,668",,,,,,,,,,21.72,,0,,"5,131",
2020-02-27,"3,547,668",,,,,,,,,,21.72,,0,,"5,052",
2020-02-28,"3,547,162",,,,,,,,,,21.72,,0,,"5,587",
2020-02-29,"3,546,148",,,,,,,,,,21.72,,0,,"5,304",
2020-03-01,"3,547,668",,,,,,,,,,21.72,,0,,"5,041",
2020-03-02,"3,544,628",,,,,,,,,,21.77,,0,,"4,935",
2020-03-03,"3,544,628",,,,,,,,,,21.81,,0,,"4,853",
2020-03-04,"3,540,320",,,,,,,,,,21.82,,0,,"4,695",
2020-03-05,"3,536,265",,,,,,,,,,21.82,,0,,"4,727",
2020-03-06,"3,533,478",,,,,,,,,,21.82,,0,,"4,957",
2020-03-07,"3,533,731",,,,,,,,,,21.82,,0,,"3,958",
2020-03-08,"3,529,192",,,,,,,,,,21.82,,0,,"3,943",
2020-03-09,"3,527,931",,,,,,,,,,21.82,,0,,"3,676",
2020-03-10,"3,529,696",,,,,,,,,,22.11,,0,,"2,660",
2020-03-11,"3,524,905",,,,,,,,,,22.56,,0,,"3,293",
2020-03-12,"3,527,175",,,,,,,,,,23.96,,0,,"2,205",
2020-03-13,"3,528,687",,,,,,,,,,25.06,,0,,"3,039",
2020-03-14,"3,525,914",,,,,,,,,,25.06,,0,,"2,857",
2020-03-15,"3,529,948",,,,,,,,,,25.06,,0,,"2,500",
2020-03-16,"3,531,209",,,,,,,,,,25.06,,0,,"2,619",
2020-03-17,"3,539,053",,,,,,,,,,25.06,,0,,"2,352",
2020-03-18,"3,544,121",,,,,,,,,,25.06,,0,,"2,811",
2020-03-19,"3,548,429",,,,,,,,,,25.06,,0,,"3,393",
2020-03-20,"3,551,976",,,,,,,,,,25.06,,0,,"2,441",
2020-03-21,"3,556,031",,,,,,,,,,25.06,,0,,"2,364",
2020-03-22,"3,560,091",,,,,,,,,,25.06,,0,,"3,036",
2020-03-23,"3,563,656",,,,,,,,,,25.07,,0,,"3,074",
2020-03-24,"3,567,221",,,,,,,,,,25.08,,0,,"3,282",
2020-03-25,"3,571,551",,,,,,,,,,25.35,,0,,"3,266",
2020-03-26,"3,576,898",,,,,,,,,,25.84,,0,,"2,731",
2020-03-27,"3,579,190",,,,,,,,,,25.84,,0,,"3,219",
2020-03-28,"3,583,010",,,,,,,,,,25.84,,0,,"2,731",
2020-03-29,"3,587,098",,,,,,,,,,25.84,,0,,"2,795",
2020-03-30,"3,592,472",,,,,,,,,r,25.94,,0,,"3,249",
2020-03-31,"3,599,638",,,,,,,,,r,26.97,,0,,"2,635",
2020-04-01,"3,607,828",,,,,,,,,,27.86,,0,,"3,127",
2020-04-02,"3,615,534",,,,,,,,,,27.86,,0,,"2,592",
2020-04-03,"3,624,279",,,,,,,,,,27.86,,0,,"2,496",
2020-04-04,"3,633,281",,,,,,,,,,27.86,,0,,"2,708",
2020-04-05,"3,647,227",,,,,,,,,,27.86,,0,,"1,952",
2020-04-06,"3,661,961",,,,,,,,,,27.86,,0,,"2,342",
2020-04-07,"3,672,351",,,,,,,,,,27.86,,0,,"1,911",
2020-04-08,"3,683,779",,,,,,,,,,27.86,,0,,"3,172",
2020-04-09,"3,695,507",,,,,,,,,,27.86,,0,,"3,075",
2020-04-10,"3,704,381",,,,,,,,,,27.86,,0,,"3,328",
2020-04-11,"3,712,995",,,,,,,,,,27.86,,0,,"3,497",
2020-04-12,"3,722,696",,,,,,,,,,27.86,,0,,"3,712",
2020-04-13,"3,728,991",,,,,,,,,,27.86,,0,,"3,914",
2020-04-14,"3,733,187",,,,,,,,,,27.86,,0,,"5,252",
2020-04-15,"3,737,646",,,,,,,,,,27.86,,0,,"4,901",
2020-04-16,"3,742,643",,,,,,,,,,27.86,,0,,"5,127",
2020-04-17,"3,745,806",,,,,,,,,,27.86,,0,,"5,859",
2020-04-18,"3,748,705",,,,,,,,,,27.86,,0,,"8,282",
2020-04-19,"3,749,496",,,,,,,,,,27.86,,0,,"9,131",
2020-04-20,"3,749,496",,,,,,,,,,27.86,,0,,"8,645",
2020-04-21,"3,750,023",,,,,,,,,,27.86,,0,,"9,275",
2020-04-22,"3,747,651",,,,,,,,,,27.86,,0,,"8,435",
2020-04-23,"3,741,062",,,,,,,,,,27.86,,0,,"8,045",
2020-04-24,"3,732,138",,,,,,,,,,27.86,,0,,"8,210",
2020-04-25,"3,724,795",,,,,,,,,,27.86,,0,,"7,932",
2020-04-26,"3,715,353",,,,,,,,,,27.86,,0,,"7,929",
2020-04-27,"3,708,297",,,,,,,,,,27.86,,0,,"7,358",
2020-04-28,"3,699,422",,,,,,,,,,27.86,,0,,"7,137",
2020-04-29,"3,696,290",,,,,,,,,,28.17,,0,,"7,614",
2020-04-30,"3,687,155",,,,,,,,,,28.17,,0,,"7,447",
2020-05-01,"3,679,623",,,,,,,,,,28.17,,0,,"8,172",
2020-05-02,"3,673,909",,,,,,,,,,28.17,,0,,"8,133",
2020-05-03,"3,669,234",,,,,,,,,,28.17,,0,,"7,967",
2020-05-04,"3,660,408",,,,,,,,,,28.17,,0,,"8,238",
2020-05-05,"3,651,879",,,,,,,,,,28.17,,0,,"8,953",
2020-05-06,"3,643,608",,,,,,,,,,28.17,,0,,"8,264",
2020-05-07,"3,638,181",,,,,,,,,,28.54,,0,,"8,144",
2020-05-08,"3,629,423",,,,,,,,,,29.57,,0,,"8,463",
2020-05-09,"3,620,678",,,,,,,,,,29.92,,0,,"8,127",
2020-05-10,"3,608,851",,,,,,,,,,30.29,,0,,"7,455",
2020-05-11,"3,600,662",,,,,,,,,,30.29,,0,,"6,899",
2020-05-12,"3,595,543",,,,,,,,,,30.61,,0,,"7,179",
2020-05-13,"3,586,586",,,,,,,,,,31.64,,0,,"6,230",
2020-05-14,"3,583,010",,,,,,,,,,31.82,,0,,"7,129",
2020-05-15,"3,572,569",,,,,,,,,,31.86,,0,,"8,093",
2020-05-16,"3,570,532",,,,,,,,,,31.86,,0,,"6,645",
2020-05-17,"3,570,532",,,,,,,,,,31.86,,0,,"6,220",
2020-05-18,"3,578,426",,,,,,,,,,31.86,,0,,"6,574",
2020-05-19,"3,580,718",,,,,,,,,,31.86,,0,,"6,409",
2020-05-20,"3,581,482",,,,,,,,,,31.86,,0,,"6,344",
2020-05-21,"3,577,662",,,,,,,,,,31.86,,0,,"5,899",
2020-05-22,"3,576,644",,,,,,,,,,31.86,,0,,"6,880",
2020-05-23,"3,571,041",,,,,,,,,,31.86,,0,,"7,884",
2020-05-24,"3,569,004",,,,,,,,,,31.86,,0,,"7,944",
2020-05-25,"3,567,985",,,,,,,,,,31.88,,0,,"8,628",
2020-05-26,"3,565,184",,,,,,,,,,31.9,,0,,"9,168",
2020-05-27,"3,558,818",,,,,,,,,,31.92,,0,,"8,331",
2020-05-28,"3,552,990",,,,,,,,,,31.92,,0,,"9,095",
2020-05-29,"3,548,175",,,,,,,,,,31.92,,0,,"7,986",
2020-05-30,"3,541,333",,,,,,,,,,31.92,,0,,"8,395",
2020-05-31,"3,530,452",,,,,,,,,,31.92,,0,,"9,006",
2020-06-01,"3,521,627",,,,,,,,,,31.92,,0,,"8,024",
2020-06-02,"3,511,290",,,,,,,,,,31.92,,0,,"7,765",
2020-06-03,"3,503,246",,,,,,,,,,31.97,,0,,"8,481",
2020-06-04,"3,496,471",,,,,,,,,,32.02,,0,,"8,742",
2020-06-05,"3,485,431",,,,,,,,,,32.07,,0,,"8,874",
2020-06-06,"3,473,937",,,,,,,,,,32.07,,0,,"8,704",
2020-06-07,"3,464,201",,,,,,,,,,32.07,,0,,"9,380",
2020-06-08,"3,452,994",,,,,,,,,,32.07,,0,,"10,113",
2020-06-09,"3,443,307",,,,,,,,,,32.07,,0,,"10,845",
2020-06-10,"3,431,394",,,,,,,,,,32.07,,0,,"10,354",
2020-06-11,"3,426,945",,,,,,,,,,32.07,,0,,"10,152",
2020-06-12,"3,412,857",,,,,,,,,,32.07,,0,,"9,813",
2020-06-13,"3,398,818",,,,,,,,,,32.07,,0,,"9,656",
2020-06-14,"3,383,573",,,,,,,,,,32.07,,0,,"10,231",
2020-06-15,"3,369,382",,,,,,,,,,32.07,,0,,"10,550",
2020-06-16,"3,354,726",,,,,,,,,,32.07,,0,,"11,489",
2020-06-17,"3,347,910",,,,,,,,,,32.07,,0,,"11,008",
2020-06-18,"3,326,530",,,,,,,,,,32.07,,0,,"10,354",
2020-06-19,"3,312,238",,,,,,,,,,32.07,,0,,"9,724",
2020-06-20,"3,299,701",,,,,,,,,,32.07,,0,,"10,209",
2020-06-21,"3,282,116",,,,,,,,,,32.07,,0,,"10,509",
2020-06-22,"3,266,713",,,,,,,,,,32.07,,0,,"10,762",
2020-06-23,"3,254,003",,,,,,,,,,32.07,,0,,"10,433",
2020-06-24,"3,241,314",,,,,,,,,,32.07,,0,,"11,049",
2020-06-25,"3,227,723",,,,,,,,,,32.07,,0,,"10,380",
2020-06-26,"3,212,964",,,,,,,,,,32.07,,0,,"10,503",
2020-06-27,"3,196,614",,,,,,,,,,32.07,,0,,"10,416",
2020-06-28,"3,178,431",,,,,,,,,,32.07,,0,,"10,356",
2020-06-29,"3,163,364",,,,,,,,,,32.07,,0,,"10,719",
2020-06-30,"3,147,180",,,,,,,,,,32.07,,0,,"10,691",
2020-07-01,"3,132,231",,,,,,,,,,32.07,,0,,"9,934",
2020-07-02,"3,117,548",,,,,,,,,,32.07,,0,,"11,412",
2020-07-03,"3,101,299",,,,,,,,,,32.07,,0,,"10,658",
2020-07-04,"3,084,884",,,,,,,,,,32.07,,0,,"10,630",
2020-07-05,"3,067,142",,,,,,,,,,32.07,,0,,"10,504",
2020-07-06,"3,052,439",,,,,,,,,,32.07,,0,,"10,458",
2020-07-07,"3,035,752",,,,,,,,,,32.07,,0,,"9,872",
2020-07-08,"3,019,347",,,,,,,,,,32.07,,0,,"10,979",
2020-07-09,"3,004,353",,,,,,,,,,32.07,,0,,"10,395",
2020-07-10,"2,989,654",,,,,,,,,,32.07,,0,,"10,712",
2020-07-11,"2,974,548",,,,,,,,,,32.07,,0,,"11,064",
2020-07-12,"2,959,483",,,,,,,,,,32.07,,0,,"10,863",
2020-07-13,"2,943,371",,,,,,,,,,32.07,,0,,"10,383",
2020-07-14,"2,928,877",,,,,,,,,,32.07,,0,,"10,482",
2020-07-15,"2,910,875",,,,,,,,,,32.07,,0,,"10,226",
2020-07-16,"2,893,169",,,,,,,,,,32.07,,0,,"10,405",
2020-07-17,"2,877,090",,,,,,,,,,32.07,,0,,"10,401",
2020-07-18,"2,862,823",,,,,,,,,,32.07,,0,,"9,998",
2020-07-19,"2,847,066",,,,,,,,,,32.07,,0,,"9,254",
2020-07-20,"2,833,774",,,,,,,,,,32.07,,0,,"9,778",
2020-07-21,"2,818,774",,,,,,,,,,32.07,,0,,"9,251",
2020-07-22,"2,802,513",,,,,,,,,,32.07,,0,,"9,886",
2020-07-23,"2,786,317",,,,,,,,,,32.07,,0,,"9,743",
2020-07-24,"2,773,638",,,,,,,,,,32.07,,0,,"8,734",
2020-07-25,"2,758,203",,,,,,,,,,32.07,,0,,"8,928",
2020-07-26,"2,743,463",,,,,,,,,,32.07,,0,,"8,934",
2020-07-27,"2,728,371",,,,,,,,,,32.07,,0,,"9,154",
2020-07-28,"2,715,440",,,,,,,,,,32.07,,0,,"8,824",
2020-07-29,"2,702,549",,,,,,,,,,32.07,,0,,"8,969",
2020-07-30,"2,690,765",,,,,,,,,,32.07,,0,,"8,745",
2020-07-31,"2,677,949",,,,,,,,,,32.07,,0,,"9,194",
2020-08-01,"2,663,942",,,,,,,,,,32.07,,0,,"8,821",
2020-08-02,"2,652,892",,,,,,,,,,32.07,,0,,"8,454",
2020-08-03,"2,639,586",,,,,,,,,,32.07,,0,,"8,584",
2020-08-04,"2,626,961",,,,,,,,,,32.07,,0,,"8,469",
2020-08-05,"2,614,154",,,,,,,,,,32.07,,0,,"8,696",
2020-08-06,"2,602,434",,,,,,,,,,32.07,,0,,"7,724",
2020-08-07,"2,589,719",,,,,,,,,,32.07,,0,,"8,187",
2020-08-08,"2,576,221",,,,,,,,,,32.07,,0,,"8,988",
2020-08-09,"2,563,261",,,,,,,,,,32.07,,0,,"8,340",
2020-08-10,"2,551,709",,,,,,,,,,32.07,,0,,"7,326",
2020-08-11,"2,540,733",,,,,,,,,,32.07,,0,,"7,997",
2020-08-12,"2,531,823",,,,,,,,,,32.07,,0,,"7,765",
2020-08-13,"2,519,353",,,,,,,,,,32.07,,0,,"8,205",
2020-08-14,"2,500,925",,,,,,,,,,32.07,,0,,"7,165",
2020-08-15,"2,493,929",,,,,,,,,,32.07,,0,,"7,947",
2020-08-16,"2,483,386",,,,,,,,,,32.07,,0,,"8,191",
2020-08-17,"2,472,657",,,,,,,,,,32.07,,0,,"7,063",
2020-08-18,"2,459,405",,,,,,,,,,32.07,,0,,"6,751",
2020-08-19,"2,447,579",,,,,,,,,,32.07,,0,,"6,449",
2020-08-20,"2,439,120",,,,,,,,,,32.07,,0,,"6,283",
2020-08-21,"2,428,146",,,,,,,,,,32.07,,0,,"6,069",
2020-08-22,"2,418,562",,,,,,,,,,32.07,,0,,"6,211",
2020-08-23,"2,411,538",,,,,,,,,,32.07,,0,,"6,057",
2020-08-24,"2,402,771",,,,,,,,,,32.07,,0,,"5,712",
2020-08-25,"2,394,792",,,,,,,,,,32.07,,0,,"6,297",
2020-08-26,"2,386,850",,,,,,,,,,32.07,,0,,"5,432",
2020-08-27,"2,378,519",,,,,,,,,,32.07,,0,,"5,501",
2020-08-28,"2,370,614",,,,,,,,,,32.07,,0,,"5,894",
2020-08-29,"2,362,716",,,,,,,,,,32.07,,0,,"5,576",
2020-08-30,"2,355,985",,,,,,,,,,32.07,,0,,"5,975",
2020-08-31,"2,351,196",,,,,,,,,,32.07,,0,,"6,530",
2020-09-01,"2,344,493",,,,,,,,,,32.07,,0,,"5,797",
2020-09-02,"2,339,322",,,,,,,,,,32.07,,0,,"5,798",
2020-09-03,"2,333,985",,,,,,,,,,32.07,,0,,"5,639",
2020-09-04,"2,328,271",,,,,,,,,,32.07,,0,,"5,239",
2020-09-05,"2,319,321",,,,,,,,,,32.07,,0,,"5,130",
2020-09-06,"2,312,883",,,,,,,,,,32.07,,0,,"5,010",
2020-09-07,"2,307,014",,,,,,,,,,32.07,,0,,"4,894",
2020-09-08,"2,299,447",,,,,,,,,,32.07,,0,,"5,320",
2020-09-09,"2,297,187",,,,,,,,,,32.07,,0,,"5,606",
2020-09-10,"2,291,539",,,,,,,,,,32.07,,0,,"5,699",
2020-09-11,"2,285,702",,,,,,,,,,32.07,,0,,"5,067",
2020-09-12,"2,280,251",,,,,,,,,,32.07,,0,,"4,719",
2020-09-13,"2,274,822",,,,,,,,,,32.07,,0,,"4,532",
2020-09-14,"2,268,269",,,,,,,,,,32.07,,0,,"4,856",
2020-09-15,"2,261,353",,,,,,,,,,32.07,,0,,"4,293",
2020-09-16,"2,256,699",,,,,,,,,,32.07,,0,,"4,265",
2020-09-17,"2,252,976",,,,,,,,,,32.07,,0,,"4,104",
2020-09-18,"2,249,812",,,,,,,,,,32.07,,0,,"5,054",
2020-09-19,"2,245,531",,,,,,,,,,32.07,,0,,"5,217",
2020-09-20,"2,240,899",,,,,,,,,,32.07,,0,,"4,321",
2020-09-21,"2,238,123",,,,,,,,,,32.07,,0,,"4,803",
2020-09-22,"2,235,717",,,,,,,,,,32.07,,0,,"4,892",
2020-09-23,"2,231,645",,,,,,,,,,32.07,,0,,"4,704",
2020-09-24,"2,226,463",,,,,,,,,,32.07,,0,,"4,259",
2020-09-25,"2,223,517",,,,,,,,,,32.07,,0,,"4,217",
2020-09-26,"2,218,365",,,,,,,,,,0,,0,,"4,509",
2020-09-27,"2,212,844",,,,,,,,,,0,,0,,"5,104",
2020-09-28,"2,208,796",,,,,,,,,,0,,0,,"4,205",
2020-09-29,"2,204,399",,,,,,,,,,0,,0,,"5,194",
2020-09-30,"2,200,375",,,,,,,,,,0,,0,,"5,737",
2020-10-01,"2,197,814",,,,,,,,,,0,,0,,"5,651",
2020-10-02,"2,193,423",,,,,,,,,,0,,0,,"5,931",
2020-10-03,"2,189,948",,,,,,,,,,0,,0,,"5,609",
2020-10-04,"2,185,216",,,,,,,,,,0,,0,,"4,899",
2020-10-05,"2,179,031",,,,,,,,,,0,,0,,"5,298",
2020-10-06,"2,172,665",,,,,,,,,,0.2,,0,,"5,262",
2020-10-07,"2,166,147",,,,,,,,,,0.2,,0,,"4,999",
2020-10-08,"2,161,084",,,,,,,,,,0.2,,0,,"5,264",
2020-10-09,"2,155,297",,,,,,,,,,0.2,,0,,"5,017",
2020-10-10,"2,150,610",,,,,,,,,,0.2,,0,,"4,744",
2020-10-11,"2,146,296",,,,,,,,,,0.2,,0,,"4,600",
2020-10-12,"2,141,082",,,,,,,,,,0.2,,0,,"4,293",
2020-10-13,"2,136,049",,,,,,,,,,0.2,,0,,"4,385",
2020-10-14,"2,132,469",,,,,,,,,,0.2,,0,,"4,068",
2020-10-15,"2,129,074",,,,,,,,,,0.2,,0,,"4,053",
2020-10-16,"2,126,035",,,,,,,,,,0.2,,0,,"3,930",
2020-10-17,"2,124,963",,,,,,,,,,0.2,,0,,"3,695",
2020-10-18,"2,126,035",,,,,,,,,,0.2,,0,,"3,824",
2020-10-19,"2,124,069",,,,,,,,,,0.2,,0,,"6,343",
2020-10-20,"2,127,108",,,,,,,,,,0.2,,0,,"4,309",
2020-10-21,"2,125,678",,,,,,,,,,0.2,,0,,"4,398",
2020-10-22,"2,117,457",,,,,,,,,,0.2,,0,,"5,403",
2020-10-23,"2,112,125",,,,,,,,,,0.2,,0,,"4,521",
2020-10-24,"2,106,440",,,,,,,,,,0.2,,0,,"4,159",
2020-10-25,"2,101,109",,,,,,,,,,0.2,,0,,"4,582",
2020-10-26,"2,098,980",,,,,,,,,,0.2,,0,,"4,506",
2020-10-27,"2,095,094",,,,,,,,,,0.2,,0,,"4,246",
2020-10-28,"2,090,501",,,,,,,,,,0.2,,0,,"4,816",
2020-10-29,"2,087,851",,,,,,,,,,0.2,,0,,"4,455",
2020-10-30,"2,085,025",,,,,,,,,,0.2,,0,,"4,646",
2020-10-31,"2,081,845",,,,,,,,,,0.2,,0,,"4,374",
2020-11-01,"2,078,157",,,,,,,,,,0.2,,0,,"3,913",
2020-11-02,"2,074,470",,,,,,,,,,0.28,,0,,"4,138",
2020-11-03,"2,069,553",,,,,,,,,,0.28,,0,,"4,867",
2020-11-04,"2,066,568",,,,,,,,,,0.28,,0,,"5,010",
2020-11-05,"2,063,063",,,,,,,,,,0.28,,0,,"4,961",
2020-11-06,"2,059,397",,,,,,,,,,0.28,,0,,"4,621",
2020-11-07,"2,055,732",,,,,,,,,,0.28,,0,,"4,485",
2020-11-08,"2,053,462",,,,,,,,,,0.3,,0,,"4,102",
2020-11-09,"2,051,018",,,,,,,,,,0.98,,0,,"4,376",
2020-11-10,"2,047,353",,,,,,,,,,1.03,,0,,"4,412",
2020-11-11,"2,044,037",,,,,,,,,,1.04,,0,,"4,766",
2020-11-12,"2,042,641",,,,,,,,,,1.04,,0,,"5,271",
2020-11-13,"2,043,514",,,,,,,,,,2.41,,0,,"4,055",
2020-11-14,"2,041,420",,,,,,,,,,2.44,,0,,"4,123",
2020-11-15,"2,037,931",,,,,,,,,,2.5,,0,,"4,006",
2020-11-16,"2,034,441",,,,,,,,,,2.5,,0,,"3,513",
2020-11-17,"2,031,126",,,,,,,,,,2.5,,0,,"3,799",
2020-11-18,"2,033,917",,,,,,,,,,2.5,,0,,"3,628",
2020-11-19,"2,034,266",,,,,,,,,,2.5,,0,,"3,794",
2020-11-20,"2,034,615",,,,,,,,,,2.5,,0,,"3,814",
2020-11-21,"2,035,313",,,,,,,,,,2.5,,0,,"3,868",
2020-11-22,"2,037,058",,,,,,,,,,2.5,,0,,"4,060",
2020-11-23,"2,037,582",,,,,,,,,,2.5,,0,,"3,350",
2020-11-24,"2,035,313",,,,,,,,,,2.5,,0,,"3,651",
2020-11-25,"2,033,220",,,,,,,,,,2.5,,0,,"3,910",
2020-11-26,"2,030,602",,,,,,,,,,2.5,,0,,"3,449",
2020-11-27,"2,029,208",,,,,,,,,,2.5,,0,,"3,496",
